gene_symbol	gene_id	Gene.Name	Case.PTV	Ctrl.PTV	Case.mis3	Ctrl.mis3	Case.mis2	Ctrl.mis2	P.ca.co..Class.1.	P.ca.co..Class.2.	P.ca.co..comb.	De.novo.PTV	De.novo.mis3	De.novo.mis2	P.de.novo	P.meta	Q.meta	OR..PTV.	OR..Class.I.	OR..Class.II.	Case.syn	Ctrl.syn	P.ca.co..syn.	P.meta..no.gnomAD	Case.Ctrl.PTV..no.gnomAD	Case.Ctrl.mis3..no.gnomAD	Case.Ctrl.mis2..no.gnomAD	P.ca.co..Class.I...no.gnomAD	P.ca.co..Class.II...no.gnomAD	P.ca.co..comb...no.gnomAD
ABHD2	ENSG00000140526	Abhydrolase domain containing 2	1	7	0	0	0	1	1	1	1	NA	NA	NA	NA	1	1	0.573 (0.0127<96>4.46)	0.573 (0.0127<96>4.46)	0 (0<96>156)	14	88	0.115	1	1/2	0/0	0/0	1	NA	1
ABHD3	ENSG00000158201	Abhydrolase domain containing 3	6	30	0	0	0	0	0.622	NA	0.622	NA	NA	NA	NA	0.622	1	0.803 (0.273<96>1.96)	0.803 (0.273<96>1.96)		11	45	1	0.727	6/9	0/0	0/0	0.727	NA	0.727
ABHD4	ENSG00000100439	Abhydrolase domain containing 4	4	23	0	0	0	0	0.672	NA	0.672	NA	NA	NA	NA	0.672	1	0.698 (0.175<96>2.04)	0.698 (0.175<96>2.04)		25	61	0.0308	0.701	4/13	0/0	0/0	0.701	NA	0.701
ABHD5	ENSG00000011198	Abhydrolase domain containing 5	2	10	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.803 (0.0855<96>3.77)	0.803 (0.0855<96>3.77)		12	63	0.512	0.674	2/2	0/0	0/0	0.674	NA	0.674
ABHD6	ENSG00000163686	Abhydrolase domain containing 6	4	16	0	0	0	0	0.85	NA	0.85	NA	NA	NA	NA	0.85	1	1 (0.244<96>3.11)	1 (0.244<96>3.11)		17	60	0.646	1	4/8	0/0	0/0	1	NA	1
ABHD8	ENSG00000127220	Abhydrolase domain containing 8	1	6	0	0	0	11	1	0.233	0.771	NA	NA	NA	NA	0.771	1	0.669 (0.0145<96>5.51)	0.669 (0.0145<96>5.51)	0 (0<96>1.6)	16	89	0.281	0.764	1/3	0/0	0/5	1	0.218	0.764
ABI1	ENSG00000136754	Abl-interactor 1	1	4	0	0	0	0	0.681	NA	0.681	NA	NA	NA	NA	0.681	1	1 (0.0204<96>10.1)	1 (0.0204<96>10.1)		20	74	0.679	0.58	1/2	0/0	0/0	0.58	NA	0.58
ABI2	ENSG00000138443	Abl-interactor 2	3	8	0	0	0	0	0.396	NA	0.396	NA	NA	NA	NA	0.396	1	1.51 (0.257<96>6.27)	1.51 (0.257<96>6.27)		27	66	0.0491	0.417	3/3	0/0	0/0	0.417	NA	0.417
ABI3	ENSG00000108798	ABI family, member 3	4	20	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.803 (0.199<96>2.4)	0.803 (0.199<96>2.4)		15	51	0.572	0.756	4/6	0/0	0/0	0.756	NA	0.756
ABI3BP	ENSG00000154175	ABI family, member 3 (NESH) binding protein	12	29	0	0	0	0	0.255	NA	0.255	NA	NA	NA	NA	0.255	1	1.66 (0.772<96>3.36)	1.66 (0.772<96>3.36)		20	122	0.0794	0.587	12/18	0/0	0/0	0.587	NA	0.587
ABL1	ENSG00000097007	C-abl oncogene 1, non-receptor tyrosine kinase	1	7	0	1	20	71	1	0.734	0.934	NA	NA	NA	NA	0.934	1	0.573 (0.0127<96>4.46)	0.502 (0.0113<96>3.74)	1.13 (0.652<96>1.88)	68	280	0.888	0.954	1/2	0/0	20/38	1	0.814	0.954
ABL2	ENSG00000143322	C-abl oncogene 2, non-receptor tyrosine kinase	13	30	0	0	13	40	0.178	0.447	0.136	NA	NA	NA	NA	0.136	1	1.74 (0.833<96>3.44)	1.74 (0.833<96>3.44)	1.3 (0.64<96>2.49)	53	231	0.639	0.172	13/16	0/0	13/20	0.215	0.503	0.172
ABLIM1	ENSG00000099204	Actin binding LIM protein 1	3	18	0	0	0	0	0.892	NA	0.892	NA	NA	NA	NA	0.892	1	0.669 (0.126<96>2.29)	0.669 (0.126<96>2.29)		31	132	0.85	0.676	3/11	0/0	0/0	0.676	NA	0.676
ABLIM2	ENSG00000163995	Actin binding LIM protein family, member 2	13	15	0	0	0	0	0.00686	NA	0.00686	NA	NA	NA	NA	0.00686	0.652	3.48 (1.52<96>7.84)	3.48 (1.52<96>7.84)		27	133	0.353	0.00789	13/8	0/0	0/0	0.00789	NA	0.00789
ABLIM3	ENSG00000173210	Actin binding LIM protein family, member 3	11	29	0	0	0	0	0.238	NA	0.238	NA	NA	NA	NA	0.238	1	1.52 (0.686<96>3.14)	1.52 (0.686<96>3.14)		25	106	0.918	0.438	11/16	0/0	0/0	0.438	NA	0.438
ABR	ENSG00000159842	Active BCR-related	1	7	0	0	12	52	1	1	1	NA	NA	NA	NA	1	1	0.573 (0.0127<96>4.46)	0.573 (0.0127<96>4.46)	0.926 (0.45<96>1.76)	42	198	0.366	0.861	1/4	0/0	12/19	1	0.475	0.861
ABRA	ENSG00000174429	Actin-binding Rho activating protein	9	27	0	0	0	0	0.418	NA	0.418	NA	NA	NA	NA	0.418	1	1.34 (0.554<96>2.93)	1.34 (0.554<96>2.93)		21	86	1	0.239	9/10	0/0	0/0	0.239	NA	0.239
ABRACL	ENSG00000146386	ABRA C-terminal like	0	2	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0 (0<96>21.4)	0 (0<96>21.4)		5	11	0.363	1	0/2	0/0	0/0	1	NA	1
ABT1	ENSG00000146109	Activator of basal transcription 1	5	16	0	0	0	0	0.588	NA	0.588	NA	NA	NA	NA	0.588	1	1.25 (0.359<96>3.58)	1.25 (0.359<96>3.58)		13	64	0.662	1	5/11	0/0	0/0	1	NA	1
ABTB1	ENSG00000114626	Ankyrin repeat and BTB (POZ) domain containing 1	13	23	0	0	0	0	0.0208	NA	0.0208	NA	NA	NA	NA	0.0208	0.829	2.27 (1.06<96>4.67)	2.27 (1.06<96>4.67)		21	103	0.478	0.0113	13/8	0/0	0/0	0.0113	NA	0.0113
ABTB2	ENSG00000166016	Ankyrin repeat and BTB (POZ) domain containing 2	6	16	0	0	2	0	0.311	0.333	0.223	NA	NA	NA	NA	0.223	1	1.51 (0.482<96>4.05)	1.51 (0.482<96>4.05)	Inf (0.754<96>Inf)	41	128	0.179	0.647	6/11	0/0	2/0	0.786	0.427	0.647
ACAA1	ENSG00000060971	Acetyl-CoA acyltransferase 1	8	27	0	0	0	0	0.699	NA	0.699	NA	NA	NA	NA	0.699	1	1.19 (0.467<96>2.69)	1.19 (0.467<96>2.69)		26	74	0.648	0.457	8/11	0/0	0/0	0.457	NA	0.457
ACAA2	ENSG00000167315	Acetyl-CoA acyltransferase 2	6	32	0	0	0	0	0.67	NA	0.67	NA	NA	NA	NA	0.67	1	0.752 (0.257<96>1.82)	0.752 (0.257<96>1.82)		17	61	0.755	1	6/14	0/0	0/0	1	NA	1
ACACA	ENSG00000132142	Acetyl-CoA carboxylase alpha	8	31	0	0	59	207	0.947	0.494	0.817	NA	NA	NA	NA	0.817	1	1.04 (0.411<96>2.3)	1.04 (0.411<96>2.3)	1.14 (0.842<96>1.54)	80	328	0.945	0.734	8/14	0/0	59/111	0.828	0.595	0.734
ACACB	ENSG00000076555	Acetyl-CoA carboxylase beta	25	122	0	0	0	0	0.437	NA	0.437	NA	NA	NA	NA	0.437	1	0.822 (0.512<96>1.27)	0.822 (0.512<96>1.27)		98	496	0.0292	0.745	25/58	0/0	0/0	0.745	NA	0.745
ACAD10	ENSG00000111271	Acyl-CoA dehydrogenase family, member 10	22	89	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.992 (0.592<96>1.6)	0.992 (0.592<96>1.6)		63	209	0.181	0.674	22/39	0/0	0/0	0.674	NA	0.674
ACAD11	ENSG00000240303	Acyl-CoA dehydrogenase family, member 11	12	66	0	0	0	0	0.296	NA	0.296	NA	NA	NA	NA	0.296	1	0.73 (0.359<96>1.36)	0.73 (0.359<96>1.36)		28	126	0.714	0.951	12/25	0/0	0/0	0.951	NA	0.951
ACAD8	ENSG00000151498	Acyl-CoA dehydrogenase family, member 8	7	34	0	0	0	0	0.676	NA	0.676	NA	NA	NA	NA	0.676	1	0.826 (0.309<96>1.89)	0.826 (0.309<96>1.89)		12	62	0.505	0.878	7/16	0/0	0/0	0.878	NA	0.878
ACAD9	ENSG00000177646	Acyl-CoA dehydrogenase family, member 9	11	33	0	0	0	0	0.66	NA	0.66	NA	NA	NA	NA	0.66	1	1.34 (0.61<96>2.71)	1.34 (0.61<96>2.71)		35	119	0.378	0.849	11/20	0/0	0/0	0.849	NA	0.849
ACADL	ENSG00000115361	Acyl-CoA dehydrogenase, long chain	11	24	0	0	0	0	0.179	NA	0.179	NA	NA	NA	NA	0.179	1	1.84 (0.813<96>3.9)	1.84 (0.813<96>3.9)		8	37	0.845	0.0958	11/8	0/0	0/0	0.0958	NA	0.0958
ACADM	ENSG00000117054	Acyl-CoA dehydrogenase, C-4 to C-12 straight chain	13	40	0	0	0	0	0.519	NA	0.519	NA	NA	NA	NA	0.519	1	1.3 (0.64<96>2.49)	1.3 (0.64<96>2.49)		14	66	0.693	0.641	13/30	0/0	0/0	0.641	NA	0.641
ACADS	ENSG00000122971	Acyl-CoA dehydrogenase, C-2 to C-3 short chain	4	16	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	1 (0.244<96>3.11)	1 (0.244<96>3.11)		36	73	0.0146	0.735	4/6	0/0	0/0	0.735	NA	0.735
ACADSB	ENSG00000196177	Acyl-CoA dehydrogenase, short/branched chain	7	16	0	0	0	0	0.205	NA	0.205	NA	NA	NA	NA	0.205	1	1.76 (0.611<96>4.51)	1.76 (0.611<96>4.51)		14	51	0.746	0.373	7/8	0/0	0/0	0.373	NA	0.373
ACADVL	ENSG00000072778	Acyl-CoA dehydrogenase, very long chain	13	50	0	0	0	0	0.671	NA	0.671	NA	NA	NA	NA	0.671	1	1.04 (0.52<96>1.95)	1.04 (0.52<96>1.95)		36	131	0.736	0.753	13/22	0/0	0/0	0.753	NA	0.753
ACAN	ENSG00000157766	Aggrecan	4	11	0	0	0	0	0.644	NA	0.644	NA	NA	NA	NA	0.644	1	1.46 (0.339<96>4.93)	1.46 (0.339<96>4.93)		87	336	0.82	0.89	4/6	0/0	0/0	0.89	NA	0.89
ACAP1	ENSG00000072818	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	3	17	0	0	0	0	0.983	NA	0.983	NA	NA	NA	NA	0.983	1	0.708 (0.133<96>2.45)	0.708 (0.133<96>2.45)		32	116	0.594	0.573	3/11	0/0	0/0	0.573	NA	0.573
ACAP2	ENSG00000114331	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	4	10	0	0	2	2	0.515	0.223	0.353	NA	NA	NA	NA	0.353	1	1.61 (0.368<96>5.57)	1.61 (0.368<96>5.57)	4.01 (0.291<96>55.3)	20	83	1	0.784	4/8	0/0	2/1	1	0.261	0.784
ACAP3	ENSG00000131584	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	3	12	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	1 (0.182<96>3.72)	1 (0.182<96>3.72)		26	119	0.592	0.721	3/5	0/0	0/0	0.721	NA	0.721
ACAT1	ENSG00000075239	Acetyl-CoA acetyltransferase 1	8	40	0	0	0	0	0.743	NA	0.743	NA	NA	NA	NA	0.743	1	0.803 (0.324<96>1.74)	0.803 (0.324<96>1.74)		22	61	0.19	1	8/18	0/0	0/0	1	NA	1
ACAT2	ENSG00000120437	Acetyl-CoA acetyltransferase 2	7	28	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	1 (0.37<96>2.35)	1 (0.37<96>2.35)		15	56	0.751	1	7/15	0/0	0/0	1	NA	1
ACBD3	ENSG00000182827	Acyl-CoA binding domain containing 3	7	8	0	0	0	0	0.0141	NA	0.0141	NA	NA	NA	NA	0.0141	0.815	3.51 (1.08<96>11.1)	3.51 (1.08<96>11.1)		24	58	0.148	0.0579	7/5	0/0	0/0	0.0579	NA	0.0579
ACBD4	ENSG00000181513	Acyl-CoA binding domain containing 4	8	32	0	0	0	0	0.895	NA	0.895	NA	NA	NA	NA	0.895	1	1 (0.399<96>2.22)	1 (0.399<96>2.22)		13	68	0.468	0.564	8/13	0/0	0/0	0.564	NA	0.564
ACBD5	ENSG00000107897	Acyl-CoA binding domain containing 5	4	20	0	0	5	16	0.676	0.715	0.676	NA	NA	NA	NA	0.676	1	0.803 (0.199<96>2.4)	0.803 (0.199<96>2.4)	1.25 (0.359<96>3.58)	12	73	0.195	1	4/9	0/0	5/11	1	1	1
ACBD6	ENSG00000135847	Acyl-CoA binding domain containing 6	3	21	0	0	0	0	0.437	NA	0.437	NA	NA	NA	NA	0.437	1	0.573 (0.109<96>1.92)	0.573 (0.109<96>1.92)		9	52	0.385	0.766	3/9	0/0	0/0	0.766	NA	0.766
ACBD7	ENSG00000176244	Acyl-CoA binding domain containing 7	1	8	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.502 (0.0113<96>3.74)	0.502 (0.0113<96>3.74)		1	8	1	0.907	1/3	0/0	0/0	0.907	NA	0.907
ACCS	ENSG00000110455	1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional)	10	24	0	0	0	0	0.474	NA	0.474	NA	NA	NA	NA	0.474	1	1.67 (0.714<96>3.63)	1.67 (0.714<96>3.63)		25	76	0.312	0.394	10/9	0/0	0/0	0.394	NA	0.394
ACCSL	ENSG00000205126	1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional)-like	10	61	0	0	0	0	0.424	NA	0.424	NA	NA	NA	NA	0.424	1	0.658 (0.3<96>1.29)	0.658 (0.3<96>1.29)		31	130	0.916	0.967	10/23	0/0	0/0	0.967	NA	0.967
ACD	ENSG00000102977	Adrenocortical dysplasia homolog (mouse)	15	41	0	0	2	7	0.293	0.806	0.28	NA	NA	NA	NA	0.28	1	1.47 (0.755<96>2.71)	1.47 (0.755<96>2.71)	1.15 (0.116<96>6.02)	27	128	0.528	0.371	15/21	0/0	2/6	0.371	1	0.371
ACE	ENSG00000159640	Angiotensin I converting enzyme	23	80	0	0	0	0	0.562	NA	0.562	NA	NA	NA	NA	0.562	1	1.15 (0.692<96>1.85)	1.15 (0.692<96>1.85)		69	269	0.917	0.546	23/38	0/0	0/0	0.546	NA	0.546
ACE2	ENSG00000130234	Angiotensin I converting enzyme 2	1	4	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	1 (0.0204<96>10.1)	1 (0.0204<96>10.1)		13	61	0.756	1	1/2	0/0	0/0	1	NA	1
ACER1	ENSG00000167769	Alkaline ceramidase 1	5	9	0	0	0	0	0.256	NA	0.256	NA	NA	NA	NA	0.256	1	2.23 (0.587<96>7.41)	2.23 (0.587<96>7.41)		14	46	0.548	0.202	5/4	0/0	0/0	0.202	NA	0.202
ACER2	ENSG00000177076	Alkaline ceramidase 2	5	12	0	0	0	0	0.528	NA	0.528	NA	NA	NA	NA	0.528	1	1.67 (0.462<96>5.1)	1.67 (0.462<96>5.1)		15	46	0.345	0.804	5/10	0/0	0/0	0.804	NA	0.804
ACER3	ENSG00000078124	Alkaline ceramidase 3	4	7	0	0	1	6	0.336	1	0.336	NA	NA	NA	NA	0.336	1	2.29 (0.492<96>9.02)	2.29 (0.492<96>9.02)	0.669 (0.0145<96>5.51)	8	29	0.865	0.235	4/3	0/0	1/1	0.271	0.628	0.235
ACHE	ENSG00000087085	Acetylcholinesterase (Yt blood group)	2	1	0	0	19	35	0.144	0.0415	0.0555	NA	NA	NA	NA	0.0555	1	8.03 (0.418<96>472)	8.03 (0.418<96>472)	2.18 (1.18<96>3.92)	38	127	0.553	0.028	2/0	0/0	19/12	0.127	0.00336	0.028
ACIN1	ENSG00000100813	Apoptotic chromatin condensation inducer 1	5	10	0	0	29	90	0.275	0.25	0.18	NA	NA	NA	NA	0.18	1	2.01 (0.538<96>6.45)	2.01 (0.538<96>6.45)	1.29 (0.82<96>1.99)	65	254	0.831	0.145	5/3	0/0	29/41	0.234	0.214	0.145
ACKR2	ENSG00000144648	Atypical chemokine receptor 2	5	24	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.836 (0.249<96>2.24)	0.836 (0.249<96>2.24)		15	64	1	1	5/12	0/0	0/0	1	NA	1
ACKR3	ENSG00000144476	Atypical chemokine receptor 3	1	3	0	0	0	0	0.51	NA	0.51	NA	NA	NA	NA	0.51	1	1.34 (0.0255<96>16.7)	1.34 (0.0255<96>16.7)		18	76	1	0.396	1/0	0/0	0/0	0.396	NA	0.396
ACKR4	ENSG00000129048	Atypical chemokine receptor 4	3	22	0	0	0	0	0.444	NA	0.444	NA	NA	NA	NA	0.444	1	0.547 (0.105<96>1.82)	0.547 (0.105<96>1.82)		9	41	0.875	0.559	3/10	0/0	0/0	0.559	NA	0.559
ACLY	ENSG00000131473	ATP citrate lyase	6	22	0	0	8	37	0.84	0.858	0.84	NA	NA	NA	NA	0.84	1	1.09 (0.363<96>2.78)	1.09 (0.363<96>2.78)	0.868 (0.349<96>1.89)	68	210	0.313	0.587	6/9	0/0	8/19	0.587	0.849	0.587
ACMSD	ENSG00000153086	Aminocarboxymuconate semialdehyde decarboxylase	9	32	0	0	0	0	0.721	NA	0.721	NA	NA	NA	NA	0.721	1	1.13 (0.474<96>2.42)	1.13 (0.474<96>2.42)		17	65	0.891	0.511	9/10	0/0	0/0	0.511	NA	0.511
ACN9	ENSG00000196636	ACN9 homolog (S. cerevisiae)	10	10	0	0	0	0	0.0963	NA	0.0963	NA	NA	NA	NA	0.0963	1	4.01 (1.5<96>10.8)	4.01 (1.5<96>10.8)		5	20	1	0.0987	10/6	0/0	0/0	0.0987	NA	0.0987
ACO1	ENSG00000122729	Aconitase 1, soluble	20	53	0	0	0	0	0.156	NA	0.156	NA	NA	NA	NA	0.156	1	1.51 (0.858<96>2.58)	1.51 (0.858<96>2.58)		40	171	0.788	0.159	20/24	0/0	0/0	0.159	NA	0.159
ACO2	ENSG00000100412	Aconitase 2, mitochondrial	5	17	0	0	1	5	0.89	1	0.89	NA	NA	NA	NA	0.89	1	1.18 (0.34<96>3.33)	1.18 (0.34<96>3.33)	0.803 (0.017<96>7.17)	50	171	0.432	1	5/10	0/0	1/3	1	1	1
ACOT1	ENSG00000184227	Acyl-CoA thioesterase 1	2	3	0	0	0	0	0.171	NA	0.171	NA	NA	NA	NA	0.171	1	2.68 (0.223<96>23.4)	2.68 (0.223<96>23.4)		0	12	0.175	0.521	2/1	0/0	0/0	0.521	NA	0.521
ACOT11	ENSG00000162390	Acyl-CoA thioesterase 11	8	36	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.892 (0.358<96>1.95)	0.892 (0.358<96>1.95)		38	107	0.113	1	8/16	0/0	0/0	1	NA	1
ACOT12	ENSG00000172497	Acyl-CoA thioesterase 12	8	32	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	1 (0.399<96>2.22)	1 (0.399<96>2.22)		25	62	0.109	0.32	8/8	0/0	0/0	0.32	NA	0.32
ACOT13	ENSG00000112304	Acyl-CoA thioesterase 13	4	14	0	0	0	0	0.752	NA	0.752	NA	NA	NA	NA	0.752	1	1.15 (0.275<96>3.65)	1.15 (0.275<96>3.65)		8	20	0.348	0.73	4/6	0/0	0/0	0.73	NA	0.73
ACOT2	ENSG00000119673	Acyl-CoA thioesterase 2	6	14	0	0	0	0	0.217	NA	0.217	NA	NA	NA	NA	0.217	1	1.72 (0.542<96>4.77)	1.72 (0.542<96>4.77)		16	44	0.331	0.402	6/9	0/0	0/0	0.402	NA	0.402
ACOT4	ENSG00000177465	Acyl-CoA thioesterase 4	14	26	0	0	0	0	0.0627	NA	0.0627	NA	NA	NA	NA	0.0627	1	2.16 (1.04<96>4.3)	2.16 (1.04<96>4.3)		13	47	0.833	0.179	14/14	0/0	0/0	0.179	NA	0.179
ACOT6	ENSG00000205669	Acyl-CoA thioesterase 6	1	3	0	0	0	0	0.479	NA	0.479	NA	NA	NA	NA	0.479	1	1.34 (0.0255<96>16.7)	1.34 (0.0255<96>16.7)		5	19	0.793	0.664	1/1	0/0	0/0	0.664	NA	0.664
ACOT7	ENSG00000097021	Acyl-CoA thioesterase 7	4	12	0	0	0	9	0.876	0.247	0.876	NA	NA	NA	NA	0.876	1	1.34 (0.314<96>4.42)	1.34 (0.314<96>4.42)	0 (0<96>2.03)	20	87	0.799	1	4/8	0/0	0/2	1	1	1
ACOT8	ENSG00000101473	Acyl-CoA thioesterase 8	5	19	0	0	0	0	0.774	NA	0.774	NA	NA	NA	NA	0.774	1	1.06 (0.308<96>2.93)	1.06 (0.308<96>2.93)		27	72	0.0786	0.602	5/7	0/0	0/0	0.602	NA	0.602
ACOT9	ENSG00000123130	Acyl-CoA thioesterase 9	10	20	0	0	0	0	0.0853	NA	0.0853	NA	NA	NA	NA	0.0853	1	2.01 (0.839<96>4.49)	2.01 (0.839<96>4.49)		10	49	0.774	0.0688	10/9	0/0	0/0	0.0688	NA	0.0688
ACOX1	ENSG00000161533	Acyl-CoA oxidase 1, palmitoyl	5	20	0	0	0	5	0.795	0.644	0.795	NA	NA	NA	NA	0.795	1	1 (0.294<96>2.76)	1 (0.294<96>2.76)	0 (0<96>4.38)	30	88	0.182	0.802	5/8	0/0	0/5	0.802	0.426	0.802
ACOX2	ENSG00000168306	Acyl-CoA oxidase 2, branched chain	11	44	0	0	0	0	0.507	NA	0.507	NA	NA	NA	NA	0.507	1	1 (0.467<96>1.97)	1 (0.467<96>1.97)		33	131	0.931	0.342	11/16	0/0	0/0	0.342	NA	0.342
ACOX3	ENSG00000087008	Acyl-CoA oxidase 3, pristanoyl	16	44	0	0	0	0	0.119	NA	0.119	NA	NA	NA	NA	0.119	1	1.46 (0.769<96>2.64)	1.46 (0.769<96>2.64)		37	112	0.138	0.0251	16/11	0/0	0/0	0.0251	NA	0.0251
ACOXL	ENSG00000153093	Acyl-CoA oxidase-like	11	22	0	0	0	0	0.0664	NA	0.0664	NA	NA	NA	NA	0.0664	1	2.01 (0.879<96>4.32)	2.01 (0.879<96>4.32)		18	61	0.634	0.152	11/12	0/0	0/0	0.152	NA	0.152
ACP1	ENSG00000143727	Acid phosphatase 1, soluble	7	18	0	0	0	0	0.274	NA	0.274	NA	NA	NA	NA	0.274	1	1.56 (0.551<96>3.92)	1.56 (0.551<96>3.92)		5	26	0.818	0.127	7/7	0/0	0/0	0.127	NA	0.127
ACP2	ENSG00000134575	Acid phosphatase 2, lysosomal	9	22	0	0	0	0	0.155	NA	0.155	NA	NA	NA	NA	0.155	1	1.64 (0.666<96>3.71)	1.64 (0.666<96>3.71)		25	88	0.556	0.61	9/15	0/0	0/0	0.61	NA	0.61
ACP5	ENSG00000102575	Acid phosphatase 5, tartrate resistant	2	12	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.669 (0.0727<96>3)	0.669 (0.0727<96>3)		16	60	0.855	0.168	2/1	0/0	0/0	0.168	NA	0.168
ACP6	ENSG00000162836	Acid phosphatase 6, lysophosphatidic	6	19	0	0	0	0	0.733	NA	0.733	NA	NA	NA	NA	0.733	1	1.27 (0.414<96>3.3)	1.27 (0.414<96>3.3)		17	57	0.532	0.419	6/7	0/0	0/0	0.419	NA	0.419
ACPL2	ENSG00000155893	Acid phosphatase-like 2	3	14	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.86 (0.158<96>3.08)	0.86 (0.158<96>3.08)		21	95	0.712	1	3/7	0/0	0/0	1	NA	1
ACPP	ENSG00000014257	Acid phosphatase, prostate	7	33	0	0	0	0	0.88	NA	0.88	NA	NA	NA	NA	0.88	1	0.851 (0.318<96>1.96)	0.851 (0.318<96>1.96)		20	74	0.678	0.863	7/17	0/0	0/0	0.863	NA	0.863
ACPT	ENSG00000142513	Acid phosphatase, testicular	7	25	0	0	0	0	0.815	NA	0.815	NA	NA	NA	NA	0.815	1	1.12 (0.41<96>2.67)	1.12 (0.41<96>2.67)		19	86	0.72	0.522	7/10	0/0	0/0	0.522	NA	0.522
ACR	ENSG00000100312	Acrosin	5	8	0	0	0	0	0.132	NA	0.132	NA	NA	NA	NA	0.132	1	2.51 (0.646<96>8.7)	2.51 (0.646<96>8.7)		18	53	0.322	0.115	5/3	0/0	0/0	0.115	NA	0.115
ACRBP	ENSG00000111644	Acrosin binding protein	9	28	0	0	0	0	0.384	NA	0.384	NA	NA	NA	NA	0.384	1	1.29 (0.536<96>2.81)	1.29 (0.536<96>2.81)		25	102	1	0.229	9/10	0/0	0/0	0.229	NA	0.229
ACRC	ENSG00000147174	Acidic repeat containing	1	0	0	0	0	0	0.39	NA	0.39	NA	NA	NA	NA	0.39	1	Inf (0.103<96>Inf)	Inf (0.103<96>Inf)		31	96	0.219	0.396	1/0	0/0	0/0	0.396	NA	0.396
ACRV1	ENSG00000134940	Acrosomal vesicle protein 1	5	29	0	0	0	0	0.624	NA	0.624	NA	NA	NA	NA	0.624	1	0.692 (0.209<96>1.81)	0.692 (0.209<96>1.81)		13	48	0.733	0.477	5/16	0/0	0/0	0.477	NA	0.477
ACSBG1	ENSG00000103740	Acyl-CoA synthetase bubblegum family member 1	7	29	0	0	0	0	0.544	NA	0.544	NA	NA	NA	NA	0.544	1	0.969 (0.358<96>2.26)	0.969 (0.358<96>2.26)		34	177	0.188	0.606	7/12	0/0	0/0	0.606	NA	0.606
ACSBG2	ENSG00000130377	Acyl-CoA synthetase bubblegum family member 2	14	25	0	0	0	0	0.0259	NA	0.0259	NA	NA	NA	NA	0.0259	0.871	2.25 (1.08<96>4.5)	2.25 (1.08<96>4.5)		27	114	0.912	0.0175	14/9	0/0	0/0	0.0175	NA	0.0175
ACSF2	ENSG00000167107	Acyl-CoA synthetase family member 2	5	23	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.872 (0.259<96>2.35)	0.872 (0.259<96>2.35)		28	106	0.747	0.781	5/9	0/0	0/0	0.781	NA	0.781
ACSF3	ENSG00000176715	Acyl-CoA synthetase family member 3	14	73	0	0	0	0	0.461	NA	0.461	NA	NA	NA	NA	0.461	1	0.77 (0.401<96>1.38)	0.77 (0.401<96>1.38)		44	161	0.705	0.962	14/32	0/0	0/0	0.962	NA	0.962
ACSL1	ENSG00000151726	Acyl-CoA synthetase long-chain family member 1	6	18	0	0	0	0	0.579	NA	0.579	NA	NA	NA	NA	0.579	1	1.34 (0.435<96>3.52)	1.34 (0.435<96>3.52)		28	122	0.756	0.567	6/9	0/0	0/0	0.567	NA	0.567
ACSL3	ENSG00000123983	Acyl-CoA synthetase long-chain family member 3	4	14	0	1	0	5	0.706	0.53	0.706	NA	NA	NA	NA	0.706	1	1.15 (0.275<96>3.65)	1.07 (0.259<96>3.36)	0 (0<96>4.38)	25	124	0.485	0.614	4/8	0/1	0/5	0.877	0.146	0.614
ACSL4	ENSG00000068366	Acyl-CoA synthetase long-chain family member 4	0	2	0	0	0	1	1	1	1	NA	NA	NA	NA	1	1	0 (0<96>21.4)	0 (0<96>21.4)	0 (0<96>156)	18	59	0.476	1	0/2	0/0	0/1	1	1	1
ACSL5	ENSG00000197142	Acyl-CoA synthetase long-chain family member 5	11	27	0	0	0	0	0.158	NA	0.158	NA	NA	NA	NA	0.158	1	1.64 (0.732<96>3.41)	1.64 (0.732<96>3.41)		23	111	0.491	0.165	11/12	0/0	0/0	0.165	NA	0.165
